p,media,start,end,locator,person,person_uri,duration,frame
http://data.memad.eu/yle/obs-debatt/5e4266fb4836d760349e19a314e911c2a34f2fdc,http://data.memad.eu/yle/obs-debatt/1a0269840cb287b253c0ba5be2d3b3de0a3d6317,481.64,511.72,https://platform.limecraft.com/api/production/2336/mo/798406/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,30.08000000000004,./frames/memad_gt2/obs-debatt_1a0269840cb287b253c0ba5be2d3b3de0a3d6317_488.jpg
http://data.memad.eu/yle/obs-debatt/6030a23f373d2432585ed07f5aeb4eb25755c0e8,http://data.memad.eu/yle/obs-debatt/3f5ec89fdd8a2aa2d8c48fcd9c4dc223731be1c8,1674.12,1710.64,https://platform.limecraft.com/api/production/2336/mo/798434/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,36.52000000000021,./frames/memad_gt2/obs-debatt_3f5ec89fdd8a2aa2d8c48fcd9c4dc223731be1c8_1683.jpg
http://data.memad.eu/yle/obs-debatt/6294d28370126d8d78ac5f05c8fecf9b9a783199,http://data.memad.eu/yle/obs-debatt/3b058dbca8d6c0872e80ab84abe081f7328ede50,1992.76,2025.76,https://platform.limecraft.com/api/production/2336/mo/798425/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,33.0,./frames/memad_gt2/obs-debatt_3b058dbca8d6c0872e80ab84abe081f7328ede50_2000.jpg
http://data.memad.eu/yle/obs-debatt/75b9d99f35270165c51d2b0c4e3765c7febee440,http://data.memad.eu/yle/obs-debatt/c760de84442516095f4e2bee1e88ecc2a317d79a,566.84,598.12,https://platform.limecraft.com/api/production/2336/mo/798410/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,31.279999999999973,./frames/memad_gt2/obs-debatt_c760de84442516095f4e2bee1e88ecc2a317d79a_573.jpg
http://data.memad.eu/yle/obs-debatt/7aeb9e3be2c6b1f7f8a6adfcfbcf53476e922c2f,http://data.memad.eu/yle/obs-debatt/5f6576d87455e249da76affb884e32b8b77b138b,1672.64,1713.92,https://platform.limecraft.com/api/production/2336/mo/798433/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,41.27999999999997,./frames/memad_gt2/obs-debatt_5f6576d87455e249da76affb884e32b8b77b138b_1682.jpg
http://data.memad.eu/yle/obs-debatt/7d5b97bc0d9b12705a623e0b10c0744a2c1e42d2,http://data.memad.eu/yle/obs-debatt/4cdb4ae34f5b36e1b3062f5cc962f35f43505b30,1687.72,1717.96,https://platform.limecraft.com/api/production/2336/mo/798430/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,30.24000000000001,./frames/memad_gt2/obs-debatt_4cdb4ae34f5b36e1b3062f5cc962f35f43505b30_1694.jpg
http://data.memad.eu/yle/obs-debatt/7d93312436d5e6bc51460d4bae11a212fa822ac2,http://data.memad.eu/yle/obs-debatt/3b058dbca8d6c0872e80ab84abe081f7328ede50,0.0,21.36,https://platform.limecraft.com/api/production/2336/mo/798425/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,21.36,./frames/memad_gt2/obs-debatt_3b058dbca8d6c0872e80ab84abe081f7328ede50_5.jpg
http://data.memad.eu/yle/obs-debatt/7f1d337dec3e72de79d58cc6ee7c7b958eb87be1,http://data.memad.eu/yle/obs-debatt/63e3b22460d800aaa1e0d0298cd16f17f0ae9ac8,1384.28,1418.96,https://platform.limecraft.com/api/production/2336/mo/798414/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,34.680000000000064,./frames/memad_gt2/obs-debatt_63e3b22460d800aaa1e0d0298cd16f17f0ae9ac8_1392.jpg
http://data.memad.eu/yle/obs-debatt/7f92cae3539e640537707853db39b6cb0d87540a,http://data.memad.eu/yle/obs-debatt/0c6d69635f3e125cb0d67b3f3e5c2948c1e0d7a6,2024.4,2067.519,https://platform.limecraft.com/api/production/2336/mo/798411/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,43.11899999999969,./frames/memad_gt2/obs-debatt_0c6d69635f3e125cb0d67b3f3e5c2948c1e0d7a6_2034.jpg
http://data.memad.eu/yle/obs-debatt/a2383879f656b4e6364ed377658331fab07901c5,http://data.memad.eu/yle/obs-debatt/3b058dbca8d6c0872e80ab84abe081f7328ede50,709.76,743.76,https://platform.limecraft.com/api/production/2336/mo/798425/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,34.0,./frames/memad_gt2/obs-debatt_3b058dbca8d6c0872e80ab84abe081f7328ede50_717.jpg
http://data.memad.eu/yle/obs-debatt/bb1825c5548acc27be40cee50daa33adf1a95162,http://data.memad.eu/yle/obs-debatt/bb1aa6b09aac0c99b2fcf1fc5ed3130fb1af0268,2022.72,2052.96,https://platform.limecraft.com/api/production/2336/mo/798416/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,30.24000000000001,./frames/memad_gt2/obs-debatt_bb1aa6b09aac0c99b2fcf1fc5ed3130fb1af0268_2029.jpg
http://data.memad.eu/yle/obs-debatt/c007635c1108e00584be0d64560475efcd6e3476,http://data.memad.eu/yle/obs-debatt/7a8db5c3fad5e360dff6d001887b436f9a1e5d74,704.96,740.6,https://platform.limecraft.com/api/production/2336/mo/798401/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,35.639999999999986,./frames/memad_gt2/obs-debatt_7a8db5c3fad5e360dff6d001887b436f9a1e5d74_712.jpg
http://data.memad.eu/yle/obs-debatt/d3f2f18f7ec795d6b0f666c115b4e857f385a134,http://data.memad.eu/yle/obs-debatt/7a8db5c3fad5e360dff6d001887b436f9a1e5d74,2024.04,2055.639,https://platform.limecraft.com/api/production/2336/mo/798401/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,31.59900000000016,./frames/memad_gt2/obs-debatt_7a8db5c3fad5e360dff6d001887b436f9a1e5d74_2031.jpg
http://data.memad.eu/yle/obs-debatt/d3f2f18f7ec795d6b0f666c115b4e857f385a134,http://data.memad.eu/yle/obs-debatt/7a8db5c3fad5e360dff6d001887b436f9a1e5d74,2024.4,2055.639,https://platform.limecraft.com/api/production/2336/mo/798401/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,31.239000000000033,./frames/memad_gt2/obs-debatt_7a8db5c3fad5e360dff6d001887b436f9a1e5d74_2031.jpg
http://data.memad.eu/yle/obs-debatt/df50b2b0e81e73ccd628379f4a22144f1ea0e98f,http://data.memad.eu/yle/obs-debatt/baabb44d880001ca59fe150b81cd652df8de2611,57.88,98.2,https://platform.limecraft.com/api/production/2336/mo/798400/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,40.32,./frames/memad_gt2/obs-debatt_baabb44d880001ca59fe150b81cd652df8de2611_67.jpg
http://data.memad.eu/yle/obs-debatt/df864163b8e5eae869460cd4581501a92f56431d,http://data.memad.eu/yle/obs-debatt/5cf46e5b59fceb2a1d7093431dfcd5a45f47369b,2009.84,2051.32,https://platform.limecraft.com/api/production/2336/mo/798395/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,41.480000000000246,./frames/memad_gt2/obs-debatt_5cf46e5b59fceb2a1d7093431dfcd5a45f47369b_2019.jpg
http://data.memad.eu/yle/obs-debatt/ee7a530e7e296d1b226e65891a6c599606d7e9c8,http://data.memad.eu/yle/obs-debatt/720cb42afdb52338324f04d4b8f7ca4762aa6f45,1655.16,1693.0,https://platform.limecraft.com/api/production/2336/mo/798427/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,37.83999999999992,./frames/memad_gt2/obs-debatt_720cb42afdb52338324f04d4b8f7ca4762aa6f45_1664.jpg
http://data.memad.eu/yle/obs-debatt/ef5faecc02410b5740534c09ce85c9e1d3c1a7e5,http://data.memad.eu/yle/obs-debatt/3b058dbca8d6c0872e80ab84abe081f7328ede50,21.4,43.64,https://platform.limecraft.com/api/production/2336/mo/798425/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,22.240000000000002,./frames/memad_gt2/obs-debatt_3b058dbca8d6c0872e80ab84abe081f7328ede50_26.jpg
http://data.memad.eu/yle/obs-debatt/fcaf5a2e6ff5235d91fd0b4fcf905d0c19b950bc,http://data.memad.eu/yle/obs-debatt/04b221019e1b8fc91df3b81843083144b7e2b300,2032.52,2067.68,https://platform.limecraft.com/api/production/2336/mo/798391/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,35.159999999999854,./frames/memad_gt2/obs-debatt_04b221019e1b8fc91df3b81843083144b7e2b300_2040.jpg
http://data.memad.eu/yle/narbild/02c56f2c358c5f42ffda7ec70843a9f15ac49550,http://data.memad.eu/yle/narbild/4b6fb8183414baa9d62e6e0ac1d3b5585dd68469,1673.32,1706.0,https://platform.limecraft.com/api/production/2336/mo/803947/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,32.680000000000064,./frames/memad_gt2/narbild_4b6fb8183414baa9d62e6e0ac1d3b5585dd68469_1681.jpg
http://data.memad.eu/yle/narbild/11dfc167298bf28470699c7e9e37535acdf6ec9c,http://data.memad.eu/yle/narbild/334eebdbd1aaf4b562d0e9263fad207845387f39,1517.04,1540.96,https://platform.limecraft.com/api/production/2336/mo/799778/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,23.920000000000073,./frames/memad_gt2/narbild_334eebdbd1aaf4b562d0e9263fad207845387f39_1522.jpg
http://data.memad.eu/yle/narbild/11dfc167298bf28470699c7e9e37535acdf6ec9c,http://data.memad.eu/yle/narbild/334eebdbd1aaf4b562d0e9263fad207845387f39,1517.4,1540.96,https://platform.limecraft.com/api/production/2336/mo/799778/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,23.559999999999945,./frames/memad_gt2/narbild_334eebdbd1aaf4b562d0e9263fad207845387f39_1522.jpg
http://data.memad.eu/yle/narbild/15f010b5662d46bc7dd4dac4aa78f3590cbe1406,http://data.memad.eu/yle/narbild/334eebdbd1aaf4b562d0e9263fad207845387f39,1692.16,1721.56,https://platform.limecraft.com/api/production/2336/mo/799778/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,29.399999999999864,./frames/memad_gt2/narbild_334eebdbd1aaf4b562d0e9263fad207845387f39_1699.jpg
http://data.memad.eu/yle/narbild/cac6c0d239ed900e3a9d841a6f7aa2fcb1b58b5a,http://data.memad.eu/yle/narbild/e8bd22dff69348ac6b61fc46782a09e47ca54aa9,1619.92,1667.04,https://platform.limecraft.com/api/production/2336/mo/799852/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,47.11999999999989,./frames/memad_gt2/narbild_e8bd22dff69348ac6b61fc46782a09e47ca54aa9_1630.jpg
http://data.memad.eu/yle/narbild/cac6c0d239ed900e3a9d841a6f7aa2fcb1b58b5a,http://data.memad.eu/yle/narbild/e8bd22dff69348ac6b61fc46782a09e47ca54aa9,1619.92,1667.4,https://platform.limecraft.com/api/production/2336/mo/799852/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,47.48000000000002,./frames/memad_gt2/narbild_e8bd22dff69348ac6b61fc46782a09e47ca54aa9_1630.jpg
http://data.memad.eu/yle/narbild/e0477eb9ad6e9307ad061e2888c3f9e56914205f,http://data.memad.eu/yle/narbild/3c81af6080a56f6564fb26b1edd1af5d790fb5be,1681.4,1711.999,https://platform.limecraft.com/api/production/2336/mo/799955/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,30.598999999999933,./frames/memad_gt2/narbild_3c81af6080a56f6564fb26b1edd1af5d790fb5be_1688.jpg
http://data.memad.eu/yle/obs-debatt/b3e21e08f1b6125c53d4762a856f4ee14de91e72,http://data.memad.eu/yle/obs-debatt/a91f50a4f5e5703f84c74238e1b479dedd7e8926,2037.0,2069.28,https://platform.limecraft.com/api/production/2336/mo/801343/moa,Johan Hellman,http://data.memad.eu/agent/johan-hellman,32.2800000000002,./frames/memad_gt2/obs-debatt_a91f50a4f5e5703f84c74238e1b479dedd7e8926_2045.jpg
http://data.memad.eu/yle/stromso/16557519a0f8f08e07c0a8eb602d5931d33d55cb,http://data.memad.eu/yle/stromso/849bbd3b5da9c01ca84013bfffd9afac09d64049,991.04,1038.24,https://platform.limecraft.com/api/production/2336/mo/797133/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,47.200000000000045,./frames/memad_gt2/stromso_849bbd3b5da9c01ca84013bfffd9afac09d64049_1002.jpg
http://data.memad.eu/yle/stromso/16557519a0f8f08e07c0a8eb602d5931d33d55cb,http://data.memad.eu/yle/stromso/849bbd3b5da9c01ca84013bfffd9afac09d64049,991.4,1038.24,https://platform.limecraft.com/api/production/2336/mo/797133/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,46.84000000000003,./frames/memad_gt2/stromso_849bbd3b5da9c01ca84013bfffd9afac09d64049_1002.jpg
http://data.memad.eu/yle/stromso/48535f899451d54046988368078636113a6e6b50,http://data.memad.eu/yle/stromso/f0eccbac8f79375f0ee69e91acfa07b1d34dad7d,1561.56,1589.48,https://platform.limecraft.com/api/production/2336/mo/797131/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,27.920000000000073,./frames/memad_gt2/stromso_f0eccbac8f79375f0ee69e91acfa07b1d34dad7d_1567.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.08,2245.96,https://platform.limecraft.com/api/production/2336/mo/649725/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,43.88000000000011,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.8,2245.96,https://platform.limecraft.com/api/production/2336/mo/649725/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,43.159999999999854,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.08,2245.96,https://platform.limecraft.com/api/production/2336/mo/798225/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,43.88000000000011,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.8,2245.96,https://platform.limecraft.com/api/production/2336/mo/798225/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,43.159999999999854,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/aee84fb386f92f1630e3310edd1dd0ef1d440d4c,http://data.memad.eu/yle/stromso/bd5e495a9c69610ae3a9eb81d1b5fa360b7f0c0f,761.52,796.76,https://platform.limecraft.com/api/production/2336/mo/797110/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,35.24000000000001,./frames/memad_gt2/stromso_bd5e495a9c69610ae3a9eb81d1b5fa360b7f0c0f_769.jpg
http://data.memad.eu/yle/stromso/0c90a724200ed79844f327128a86baccde9d2f73,http://data.memad.eu/yle/stromso/1dd398f54b09a4cdabf43ec729ba7f57bb323f17,1467.76,1498.76,https://platform.limecraft.com/api/production/2336/mo/803859/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,31.0,./frames/memad_gt2/stromso_1dd398f54b09a4cdabf43ec729ba7f57bb323f17_1474.jpg
http://data.memad.eu/yle/stromso/20d681f86259be5f66933e58c2b6e773419bd62e,http://data.memad.eu/yle/stromso/9d977fc8807d78a978afa69464cf055c516cf49d,1720.4,1740.8,https://platform.limecraft.com/api/production/2336/mo/799790/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,20.399999999999864,./frames/memad_gt2/stromso_9d977fc8807d78a978afa69464cf055c516cf49d_1730.jpg
